,ID,Pin-code,age,Fam members,Education,T.Experience,Income,Mortgage,Fixed Deposit,Demat,Net Banking,Loan
755,1000756,110014,54,4.0,Graduate,30.0,360000,0,no,no,no,no
756,1000757,110011,54,4.0,Post Graduate,31.0,656000,0,no,no,yes,no
757,1000758,110004,50,3.0,Graduate,28.0,648000,0,no,yes,no,no
758,1000759,110011,62,1.0,Graduate,39.0,280000,0,no,yes,no,no
759,1000760,110001,51,2.0,Graduate,28.0,472000,0,no,no,yes,no
760,1000761,110001,27,3.0,Graduate,3.0,416000,0,no,no,yes,no
761,1000762,110003,46,3.0,Under Graduate,24.0,672000,1328000,no,no,yes,no
762,1000763,110011,30,1.0,Graduate,6.0,680000,800000,no,no,yes,no
763,1000764,110001,52,1.0,Under Graduate,28.0,520000,0,no,no,no,no
764,1000765,110004,35,2.0,Graduate,13.0,712000,2512000,no,no,no,no
765,1000766,110004,45,4.0,Under Graduate,21.0,872000,0,no,no,no,yes
766,1000767,110003,35,1.0,Under Graduate,12.0,648000,0,no,no,no,no
767,1000768,110011,62,1.0,Post Graduate,39.0,304000,864000,no,no,no,no
768,1000769,110011,41,2.0,Under Graduate,19.0,576000,0,no,no,yes,no
769,1000770,110003,31,4.0,Graduate,6.0,624000,952000,no,yes,yes,no
770,1000771,110014,24,2.0,Graduate,2.0,1376000,0,no,no,yes,yes
771,1000772,110014,40,3.0,Under Graduate,18.0,568000,848000,no,yes,yes,no
772,1000773,110014,52,1.0,Post Graduate,28.0,1320000,0,yes,no,yes,yes
773,1000774,110004,39,2.0,Under Graduate,16.0,960000,0,no,no,yes,no
774,1000775,110011,53,1.0,Under Graduate,29.0,312000,0,no,no,no,no
775,1000776,110001,63,3.0,Graduate,39.0,184000,0,no,no,no,no
776,1000777,110004,48,2.0,Post Graduate,26.0,1080000,728000,no,no,yes,yes
777,1000778,110004,53,2.0,Under Graduate,31.0,96000,608000,no,no,yes,no
778,1000779,110001,60,2.0,Graduate,36.0,736000,0,no,no,yes,no
779,1000780,110001,51,2.0,Post Graduate,28.0,1536000,0,no,no,no,yes
780,1000781,110003,30,4.0,Under Graduate,7.0,336000,0,no,no,yes,no
781,1000782,110001,54,3.0,Post Graduate,32.0,1264000,0,no,no,yes,yes
782,1000783,110011,52,3.0,Post Graduate,30.0,1552000,4696000,yes,yes,yes,yes
783,1000784,110001,42,2.0,Under Graduate,20.0,1280000,0,no,yes,no,no
784,1000785,110004,46,2.0,Under Graduate,22.0,784000,0,no,no,no,no
785,1000786,110011,44,2.0,Under Graduate,22.0,1312000,0,yes,no,yes,no
786,1000787,110003,43,2.0,Under Graduate,21.0,336000,0,no,yes,yes,no
787,1000788,110011,43,3.0,Post Graduate,15.0,1616000,0,no,no,no,yes
788,1000789,110003,56,4.0,Under Graduate,34.0,80000,0,no,no,no,no
789,1000790,110011,27,4.0,Graduate,3.0,248000,0,no,no,yes,no
790,1000791,110004,53,4.0,Under Graduate,30.0,464000,0,no,no,yes,no
791,1000792,110014,53,4.0,Graduate,29.0,520000,0,no,no,yes,no
792,1000793,110001,39,1.0,Post Graduate,16.0,784000,0,no,no,no,no
793,1000794,110014,22,2.0,Under Graduate,-2.0,1200000,0,no,no,yes,no
794,1000795,110003,52,2.0,Post Graduate,29.0,352000,0,no,no,yes,no
795,1000796,110004,55,2.0,Post Graduate,32.0,120000,0,no,no,no,no
796,1000797,110014,28,2.0,Under Graduate,6.0,656000,0,no,no,no,no
797,1000798,110014,40,3.0,Post Graduate,17.0,488000,0,no,no,yes,no
798,1000799,110011,27,1.0,Graduate,2.0,304000,0,no,no,no,no
799,1000800,110001,27,4.0,Post Graduate,3.0,312000,0,no,no,yes,no
800,1000801,110004,29,1.0,Under Graduate,7.0,1384000,0,no,no,yes,no
801,1000802,110011,45,4.0,Under Graduate,23.0,64000,0,no,no,yes,no
802,1000803,110014,34,3.0,Under Graduate,12.0,408000,1712000,no,no,yes,no
803,1000804,110014,50,4.0,Post Graduate,27.0,496000,656000,no,no,no,no
804,1000805,110011,52,4.0,Graduate,28.0,272000,0,no,no,yes,no
805,1000806,110011,53,3.0,Graduate,29.0,1056000,2456000,no,no,no,yes
806,1000807,110003,51,4.0,Post Graduate,27.0,352000,0,no,no,no,no
807,1000808,110014,50,1.0,Under Graduate,27.0,1296000,0,no,no,yes,no
808,1000809,110003,62,3.0,Under Graduate,39.0,512000,0,no,no,yes,no
809,1000810,110011,52,1.0,Post Graduate,29.0,888000,0,no,no,no,no
810,1000811,110014,30,2.0,Post Graduate,6.0,328000,0,no,no,no,no
811,1000812,110011,61,4.0,Post Graduate,33.0,416000,0,no,no,no,no
812,1000813,110014,34,4.0,Graduate,10.0,520000,0,no,no,no,no
813,1000814,110001,48,1.0,Graduate,25.0,1040000,0,no,no,yes,yes
814,1000815,110004,31,2.0,Under Graduate,8.0,360000,0,no,no,no,no
815,1000816,110001,60,1.0,Graduate,38.0,280000,944000,no,no,no,no
816,1000817,110003,47,3.0,Graduate,23.0,520000,2104000,no,no,yes,no
817,1000818,110001,39,2.0,Under Graduate,15.0,304000,728000,no,no,yes,no
818,1000819,110003,49,4.0,Graduate,27.0,336000,0,no,no,yes,no
819,1000820,110014,54,4.0,Post Graduate,30.0,360000,0,no,no,no,no
820,1000821,110004,49,1.0,Under Graduate,25.0,1160000,0,no,no,yes,no
821,1000822,110004,37,4.0,Post Graduate,13.0,264000,0,no,no,no,no
822,1000823,110011,59,3.0,Post Graduate,35.0,480000,0,no,no,no,no
823,1000824,110014,33,1.0,Under Graduate,9.0,360000,0,no,no,yes,no
824,1000825,110001,37,4.0,Under Graduate,15.0,576000,0,no,yes,yes,no
825,1000826,110001,35,3.0,Graduate,11.0,272000,0,no,no,no,no
826,1000827,110001,46,3.0,Graduate,21.0,184000,0,no,no,yes,no
827,1000828,110001,61,2.0,Post Graduate,37.0,360000,704000,no,no,yes,no
828,1000829,110011,33,4.0,Under Graduate,9.0,224000,600000,no,no,yes,no
829,1000830,110014,53,4.0,Graduate,30.0,648000,0,no,no,yes,no
830,1000831,110004,27,3.0,Graduate,5.0,576000,648000,no,no,no,no
831,1000832,110011,59,4.0,Post Graduate,31.0,392000,0,no,no,yes,no
832,1000833,110003,34,4.0,Graduate,10.0,248000,0,no,no,no,no
833,1000834,110001,59,3.0,Post Graduate,35.0,504000,0,no,no,no,no
834,1000835,110003,34,4.0,Under Graduate,12.0,1200000,0,yes,yes,yes,yes
835,1000836,110014,56,2.0,Under Graduate,33.0,1136000,1544000,no,no,yes,no
836,1000837,110004,40,3.0,Under Graduate,17.0,592000,0,no,no,no,no
837,1000838,110004,28,1.0,Graduate,4.0,192000,648000,no,no,yes,no
838,1000839,110003,43,4.0,Post Graduate,20.0,232000,0,no,no,no,no
839,1000840,110001,37,4.0,Under Graduate,15.0,632000,0,no,no,no,no
840,1000841,110004,25,2.0,Under Graduate,3.0,752000,2480000,no,no,no,no
841,1000842,110004,55,1.0,Under Graduate,33.0,968000,0,no,yes,no,no
842,1000843,110014,32,3.0,Under Graduate,10.0,432000,0,no,no,no,no
843,1000844,110001,62,3.0,Under Graduate,39.0,584000,0,no,no,yes,no
844,1000845,110004,45,1.0,Post Graduate,23.0,568000,1016000,no,no,yes,no
845,1000846,110001,42,3.0,Graduate,17.0,232000,0,no,no,yes,no
846,1000847,110003,49,1.0,Under Graduate,27.0,744000,0,no,no,yes,no
847,1000848,110014,38,1.0,Post Graduate,14.0,584000,2016000,no,no,yes,no
848,1000849,110014,55,4.0,Graduate,32.0,152000,0,no,no,yes,no
849,1000850,110001,31,2.0,Under Graduate,8.0,464000,0,yes,yes,yes,no
850,1000851,110003,44,1.0,Under Graduate,20.0,312000,0,no,no,no,no
851,1000852,110011,39,2.0,Graduate,16.0,184000,0,no,yes,yes,no
852,1000853,110011,31,1.0,Post Graduate,7.0,232000,1016000,no,no,no,no
853,1000854,110001,25,1.0,Under Graduate,2.0,1240000,0,no,no,no,no
854,1000855,110011,50,1.0,Graduate,28.0,720000,0,no,yes,yes,no
855,1000856,110003,57,2.0,Under Graduate,33.0,904000,616000,no,no,yes,no
856,1000857,110014,60,1.0,Post Graduate,38.0,336000,0,no,no,no,no
857,1000858,110011,47,4.0,Under Graduate,25.0,240000,0,yes,no,yes,no
858,1000859,110001,43,3.0,Graduate,19.0,152000,0,no,no,yes,no
859,1000860,110001,61,3.0,Graduate,37.0,992000,1360000,no,no,no,yes
860,1000861,110011,55,2.0,Graduate,31.0,240000,1160000,no,no,no,no
861,1000862,110014,58,1.0,Post Graduate,30.0,224000,992000,no,yes,yes,no
862,1000863,110011,48,2.0,Graduate,23.0,120000,808000,no,no,no,no
863,1000864,110004,52,1.0,Post Graduate,30.0,560000,2120000,no,no,no,no
864,1000865,110014,26,1.0,Graduate,2.0,80000,0,no,no,yes,no
865,1000866,110004,58,3.0,Post Graduate,34.0,176000,1112000,no,no,yes,no
866,1000867,110014,42,4.0,Under Graduate,20.0,560000,0,no,no,yes,no
867,1000868,110014,59,1.0,Under Graduate,35.0,488000,0,no,no,no,no
868,1000869,110014,38,2.0,Under Graduate,15.0,1288000,0,no,yes,no,no
869,1000870,110014,52,2.0,Under Graduate,30.0,232000,0,no,no,no,no
870,1000871,110003,41,3.0,Under Graduate,19.0,280000,0,no,no,yes,no
871,1000872,110001,52,4.0,Graduate,28.0,384000,0,no,no,yes,no
872,1000873,110003,30,4.0,Under Graduate,7.0,352000,0,no,no,yes,no
873,1000874,110003,22,3.0,Under Graduate,0.0,704000,1072000,no,no,no,no
874,1000875,110011,28,4.0,Post Graduate,4.0,320000,0,no,no,yes,no
875,1000876,110011,59,4.0,Graduate,36.0,168000,984000,no,no,no,no
876,1000877,110003,38,2.0,Under Graduate,14.0,464000,0,no,no,yes,no
877,1000878,110011,33,4.0,Graduate,11.0,472000,0,no,no,no,no
878,1000879,110003,31,4.0,Post Graduate,3.0,592000,0,no,no,no,no
879,1000880,110014,61,4.0,Graduate,37.0,672000,0,no,no,yes,no
880,1000881,110003,55,1.0,Under Graduate,31.0,464000,1416000,no,no,yes,no
881,1000882,110004,42,2.0,Under Graduate,19.0,1232000,0,no,no,yes,no
882,1000883,110014,49,1.0,Under Graduate,25.0,1480000,0,no,no,no,no
883,1000884,110003,49,1.0,Under Graduate,26.0,624000,2440000,no,no,yes,no
884,1000885,110011,36,2.0,Graduate,13.0,440000,0,no,no,yes,no
885,1000886,110004,29,4.0,Graduate,5.0,240000,0,no,no,yes,no
886,1000887,110001,52,3.0,Graduate,29.0,592000,0,no,no,no,no
887,1000888,110004,39,2.0,Under Graduate,16.0,944000,0,no,no,yes,no
888,1000889,110003,55,2.0,Post Graduate,33.0,1456000,2976000,no,no,no,yes
889,1000890,110004,22,2.0,Post Graduate,-2.0,656000,0,no,no,yes,no
890,1000891,110014,53,4.0,Post Graduate,29.0,232000,632000,no,no,yes,no
891,1000892,110001,30,4.0,Under Graduate,6.0,960000,2408000,yes,no,yes,yes
892,1000893,110011,36,2.0,Graduate,12.0,424000,0,no,no,yes,no
893,1000894,110011,56,3.0,Under Graduate,32.0,344000,0,no,no,no,no
894,1000895,110001,27,4.0,Under Graduate,4.0,472000,1856000,no,no,yes,no
895,1000896,110003,41,4.0,Post Graduate,17.0,672000,2312000,yes,yes,yes,no
896,1000897,110004,48,3.0,Under Graduate,24.0,1288000,1696000,no,no,yes,yes
897,1000898,110004,60,4.0,Graduate,37.0,168000,1096000,no,no,yes,no
898,1000899,110011,55,4.0,Under Graduate,32.0,504000,0,no,no,yes,no
899,1000900,110001,28,3.0,Graduate,3.0,1376000,0,no,no,no,yes
900,1000901,110001,28,4.0,Under Graduate,4.0,408000,1376000,no,no,no,no
901,1000902,110003,55,4.0,Under Graduate,33.0,192000,0,no,no,yes,no
902,1000903,110011,55,2.0,Under Graduate,33.0,760000,0,no,no,no,no
903,1000904,110001,41,1.0,Under Graduate,18.0,472000,2000000,no,no,yes,no
904,1000905,110003,26,4.0,Graduate,2.0,408000,0,no,yes,no,no
905,1000906,110003,44,1.0,Under Graduate,22.0,224000,672000,no,no,yes,no
906,1000907,110004,27,2.0,Under Graduate,3.0,1232000,1040000,no,no,no,no
907,1000908,110001,62,2.0,Post Graduate,40.0,120000,920000,no,no,yes,no
908,1000909,110001,64,4.0,Post Graduate,36.0,440000,0,no,no,no,no
909,1000910,110014,21,1.0,Under Graduate,-1.0,1192000,2440000,no,no,no,no
910,1000911,110004,58,1.0,Post Graduate,36.0,632000,0,no,no,no,no
911,1000912,110001,45,4.0,Post Graduate,21.0,544000,0,no,no,no,no
912,1000913,110011,33,1.0,Graduate,10.0,624000,0,no,no,yes,no
913,1000914,110003,55,2.0,Graduate,32.0,272000,0,no,yes,no,no
914,1000915,110003,63,3.0,Under Graduate,41.0,1560000,0,yes,yes,no,yes
915,1000916,110011,51,1.0,Under Graduate,28.0,1472000,2424000,no,no,yes,no
916,1000917,110014,42,2.0,Under Graduate,20.0,680000,0,no,no,yes,no
917,1000918,110003,43,2.0,Under Graduate,20.0,1600000,0,no,no,yes,no
918,1000919,110003,39,3.0,Post Graduate,16.0,512000,0,no,no,no,no
919,1000920,110011,49,1.0,Graduate,27.0,704000,0,no,yes,no,no
920,1000921,110014,25,3.0,Graduate,1.0,336000,0,no,no,no,no
921,1000922,110014,29,3.0,Under Graduate,5.0,728000,1008000,no,no,yes,no
922,1000923,110014,30,1.0,Under Graduate,6.0,304000,0,yes,yes,yes,no
923,1000924,110011,53,1.0,Graduate,30.0,224000,0,no,no,no,no
924,1000925,110004,53,4.0,Post Graduate,30.0,256000,0,no,yes,no,no
925,1000926,110011,40,1.0,Post Graduate,18.0,248000,0,no,no,no,no
926,1000927,110014,31,4.0,Graduate,9.0,176000,824000,no,no,yes,no
927,1000928,110011,63,3.0,Graduate,40.0,760000,1104000,no,no,no,yes
928,1000929,110004,33,4.0,Under Graduate,10.0,592000,0,no,no,yes,no
929,1000930,110004,53,1.0,Graduate,30.0,176000,728000,no,no,no,no
930,1000931,110014,26,3.0,Graduate,4.0,344000,0,no,no,yes,no
931,1000932,110014,25,1.0,Post Graduate,3.0,344000,0,no,no,yes,no
932,1000933,110003,49,3.0,Graduate,27.0,896000,0,yes,yes,yes,no
933,1000934,110001,48,2.0,Graduate,23.0,72000,0,no,no,yes,no
934,1000935,110003,56,2.0,Post Graduate,33.0,648000,0,no,no,yes,no
935,1000936,110003,44,1.0,Under Graduate,20.0,1048000,2048000,no,no,no,no
936,1000937,110003,60,1.0,Post Graduate,32.0,152000,0,no,yes,no,no
937,1000938,110003,36,3.0,Graduate,13.0,496000,0,no,yes,yes,no
938,1000939,110003,60,4.0,Graduate,37.0,152000,992000,no,yes,no,no
939,1000940,110001,54,2.0,Under Graduate,32.0,64000,0,no,no,yes,no
940,1000941,110004,59,1.0,Post Graduate,36.0,1544000,1624000,no,no,yes,yes
941,1000942,110004,36,4.0,Under Graduate,13.0,1032000,1120000,no,no,no,yes
942,1000943,110011,53,4.0,Graduate,29.0,240000,0,no,no,no,no
943,1000944,110011,28,4.0,Graduate,4.0,640000,0,no,no,no,no
944,1000945,110011,39,4.0,Post Graduate,15.0,176000,0,no,no,no,no
945,1000946,110004,55,1.0,Graduate,32.0,264000,0,no,no,yes,no
946,1000947,110014,34,4.0,Post Graduate,11.0,512000,0,no,no,no,no
947,1000948,110004,53,3.0,Post Graduate,29.0,480000,672000,no,no,yes,no
948,1000949,110003,28,1.0,Post Graduate,4.0,648000,2072000,no,no,yes,no
949,1000950,110001,38,3.0,Graduate,16.0,360000,1632000,no,no,yes,no
950,1000951,110004,30,4.0,Graduate,6.0,896000,0,no,no,yes,no
951,1000952,110001,57,2.0,Post Graduate,34.0,664000,0,no,no,yes,yes
952,1000953,110004,42,2.0,Under Graduate,20.0,1440000,4192000,no,no,no,no
953,1000954,110004,49,4.0,Graduate,26.0,224000,0,no,yes,yes,no
954,1000955,110004,35,2.0,Post Graduate,12.0,1352000,1992000,no,no,yes,yes
955,1000956,110004,57,4.0,Under Graduate,35.0,112000,0,no,no,yes,no
956,1000957,110004,35,1.0,Under Graduate,11.0,344000,0,no,no,yes,no
957,1000958,110011,54,2.0,Under Graduate,32.0,704000,0,no,no,yes,no
958,1000959,110003,53,4.0,Post Graduate,29.0,624000,0,no,no,no,no
959,1000960,110014,47,1.0,Graduate,24.0,544000,1304000,no,no,no,no
960,1000961,110001,44,2.0,Under Graduate,22.0,1152000,0,no,no,yes,no
961,1000962,110001,33,4.0,Under Graduate,9.0,240000,1304000,no,no,yes,no
962,1000963,110011,45,1.0,Under Graduate,21.0,960000,1080000,no,no,no,no
963,1000964,110003,37,2.0,Graduate,14.0,192000,0,no,no,no,no
964,1000965,110004,25,4.0,Post Graduate,1.0,624000,1256000,no,yes,yes,no
965,1000966,110001,60,2.0,Graduate,36.0,1080000,0,no,no,yes,yes
966,1000967,110001,55,2.0,Post Graduate,32.0,352000,0,no,no,no,no
967,1000968,110011,53,4.0,Graduate,30.0,584000,0,no,no,yes,no
968,1000969,110003,53,1.0,Graduate,31.0,720000,0,no,no,yes,no
969,1000970,110011,39,3.0,Post Graduate,15.0,464000,0,no,no,yes,no
970,1000971,110001,55,2.0,Under Graduate,32.0,600000,1888000,no,no,yes,no
971,1000972,110004,41,3.0,Post Graduate,19.0,1392000,1848000,yes,no,yes,yes
972,1000973,110004,38,2.0,Under Graduate,16.0,400000,1392000,no,no,no,no
973,1000974,110003,41,1.0,Post Graduate,18.0,680000,2296000,no,no,yes,no
974,1000975,110003,61,3.0,Under Graduate,38.0,432000,0,no,no,yes,no
975,1000976,110001,61,2.0,Under Graduate,38.0,664000,0,no,no,no,yes
976,1000977,110011,52,4.0,Under Graduate,30.0,192000,0,no,yes,no,no
977,1000978,110014,52,4.0,Graduate,30.0,360000,1640000,no,no,yes,no
978,1000979,110003,50,1.0,Post Graduate,26.0,544000,0,no,no,yes,no
979,1000980,110011,48,4.0,Post Graduate,26.0,384000,0,no,no,no,no
980,1000981,110004,36,1.0,Post Graduate,13.0,912000,0,no,no,yes,no
981,1000982,110004,34,3.0,Graduate,12.0,1136000,0,yes,no,yes,yes
982,1000983,110001,56,3.0,Graduate,33.0,416000,0,no,no,no,no
983,1000984,110014,44,2.0,Under Graduate,22.0,1136000,0,no,no,no,no
984,1000985,110003,48,1.0,Post Graduate,25.0,120000,0,no,no,no,no
985,1000986,110003,44,1.0,Under Graduate,22.0,944000,1272000,no,no,no,no
986,1000987,110011,51,4.0,Under Graduate,27.0,808000,0,no,no,yes,no
987,1000988,110001,60,2.0,Under Graduate,36.0,672000,0,no,no,yes,no
988,1000989,110011,61,1.0,Graduate,39.0,256000,800000,no,no,no,no
989,1000990,110011,40,3.0,Post Graduate,16.0,512000,1976000,no,no,no,no
990,1000991,110003,32,4.0,Under Graduate,10.0,648000,0,no,no,yes,no
991,1000992,110003,38,4.0,Post Graduate,14.0,224000,0,no,no,no,no
992,1000993,110001,32,1.0,Under Graduate,9.0,744000,0,no,no,yes,no
993,1000994,110001,39,1.0,Graduate,15.0,1480000,0,no,no,no,yes
994,1000995,110004,30,1.0,Graduate,8.0,336000,0,no,no,no,no
995,1000996,110003,26,2.0,Post Graduate,3.0,360000,0,no,no,yes,no
996,1000997,110004,31,2.0,Graduate,6.0,392000,1712000,no,no,no,no
997,1000998,110004,44,3.0,Under Graduate,20.0,552000,0,no,no,no,no
998,1000999,110004,50,1.0,Graduate,27.0,752000,2664000,no,no,yes,no
999,10001000,110001,58,1.0,Graduate,35.0,144000,0,no,no,yes,no
1000,10001001,110001,57,4.0,Under Graduate,35.0,64000,728000,no,yes,no,no
1001,10001002,110003,55,4.0,Under Graduate,32.0,440000,864000,no,no,yes,no
1002,10001003,110001,44,2.0,Post Graduate,20.0,680000,0,no,no,no,no
1003,10001004,110001,23,4.0,Under Graduate,1.0,496000,1832000,no,no,yes,no
1004,10001005,110011,51,4.0,Post Graduate,23.0,520000,0,no,no,yes,no
1005,10001006,110001,36,2.0,Under Graduate,12.0,1104000,0,no,yes,yes,no
1006,10001007,110014,61,1.0,Under Graduate,38.0,824000,0,no,no,yes,no
1007,10001008,110001,42,3.0,Post Graduate,19.0,792000,2856000,no,no,no,yes
1008,10001009,110014,48,1.0,Under Graduate,24.0,1216000,0,no,no,yes,no
1009,10001010,110014,26,2.0,Post Graduate,3.0,200000,1120000,no,no,yes,no
1010,10001011,110004,25,2.0,Under Graduate,3.0,784000,2888000,yes,yes,yes,no
1011,10001012,110011,50,2.0,Graduate,27.0,312000,1328000,no,no,yes,no
1012,10001013,110011,48,1.0,Graduate,25.0,320000,0,no,no,yes,no
1013,10001014,110014,37,3.0,Under Graduate,13.0,464000,1352000,no,no,yes,no
1014,10001015,110004,48,2.0,Post Graduate,26.0,1536000,2408000,yes,no,yes,yes
1015,10001016,110004,58,1.0,Graduate,34.0,496000,0,no,no,no,no
1016,10001017,110003,28,1.0,Graduate,5.0,552000,0,no,yes,yes,no
1017,10001018,110001,29,4.0,Post Graduate,5.0,320000,1360000,no,no,no,no
1018,10001019,110014,37,2.0,Post Graduate,15.0,488000,1016000,no,no,no,no
1019,10001020,110011,27,4.0,Graduate,3.0,240000,1256000,no,no,no,no
1020,10001021,110011,52,1.0,Graduate,29.0,232000,776000,no,no,yes,no
1021,10001022,110003,33,2.0,Graduate,8.0,328000,0,no,no,yes,no
1022,10001023,110004,25,1.0,Graduate,3.0,944000,0,no,no,yes,yes
1023,10001024,110004,43,1.0,Under Graduate,20.0,872000,2928000,no,no,yes,no
1024,10001025,110014,56,4.0,Graduate,33.0,976000,0,yes,no,yes,yes
1025,10001026,110014,60,3.0,Under Graduate,37.0,400000,1352000,no,no,yes,no
1026,10001027,110001,26,3.0,Graduate,4.0,344000,0,no,no,yes,no
1027,10001028,110001,30,1.0,Under Graduate,7.0,864000,0,no,yes,no,no
1028,10001029,110003,27,4.0,Post Graduate,4.0,880000,0,no,no,no,yes
1029,10001030,110011,39,1.0,Post Graduate,17.0,160000,0,no,no,yes,no
1030,10001031,110014,59,4.0,Post Graduate,35.0,896000,0,no,no,no,no
1031,10001032,110004,54,1.0,Graduate,32.0,200000,1088000,no,no,yes,no
1032,10001033,110001,35,3.0,Graduate,12.0,336000,0,no,no,yes,no
1033,10001034,110003,58,2.0,Under Graduate,34.0,232000,0,no,no,yes,no
1034,10001035,110004,47,3.0,Under Graduate,23.0,672000,1072000,no,yes,yes,no
1035,10001036,110011,41,4.0,Post Graduate,17.0,648000,0,no,yes,yes,no
1036,10001037,110011,51,4.0,Under Graduate,28.0,440000,952000,no,no,yes,no
1037,10001038,110011,33,1.0,Graduate,11.0,320000,0,no,yes,yes,no
1038,10001039,110011,54,4.0,Graduate,30.0,1160000,0,yes,no,yes,yes
1039,10001040,110003,39,2.0,Post Graduate,16.0,1400000,0,no,no,yes,yes
1040,10001041,110004,34,4.0,Post Graduate,6.0,624000,1304000,no,no,no,no
1041,10001042,110001,54,4.0,Under Graduate,32.0,408000,0,no,no,no,no
1042,10001043,110001,62,4.0,Post Graduate,34.0,400000,0,no,no,yes,no
1043,10001044,110003,49,3.0,Under Graduate,27.0,168000,0,no,no,yes,no
1044,10001045,110004,47,1.0,Graduate,24.0,632000,664000,no,no,yes,no
1045,10001046,110011,41,1.0,Post Graduate,18.0,672000,0,no,no,no,no
1046,10001047,110004,49,4.0,Graduate,26.0,272000,0,no,no,no,no
1047,10001048,110011,53,4.0,Graduate,31.0,584000,0,no,no,no,no
1048,10001049,110001,60,3.0,Under Graduate,37.0,720000,0,no,no,yes,no
1049,10001050,110004,33,4.0,Post Graduate,10.0,184000,0,no,no,yes,no
1050,10001051,110011,51,2.0,Post Graduate,27.0,1160000,2352000,yes,no,yes,yes
1051,10001052,110003,31,4.0,Under Graduate,7.0,432000,1128000,no,yes,no,no
1052,10001053,110011,41,3.0,Graduate,17.0,392000,824000,no,no,yes,no
1053,10001054,110001,56,1.0,Graduate,32.0,408000,0,no,no,yes,no
1054,10001055,110004,61,4.0,Graduate,38.0,64000,0,no,no,yes,no
1055,10001056,110004,29,1.0,Under Graduate,6.0,496000,0,no,yes,yes,no
1056,10001057,110011,34,1.0,Post Graduate,6.0,200000,0,no,no,yes,no
1057,10001058,110004,28,2.0,Post Graduate,0.0,504000,0,no,no,yes,no
1058,10001059,110014,57,2.0,Post Graduate,34.0,192000,688000,no,no,yes,no
1059,10001060,110014,26,1.0,Graduate,2.0,88000,0,no,no,yes,no
1060,10001061,110003,57,1.0,Under Graduate,34.0,184000,0,no,no,no,no
1061,10001062,110014,45,1.0,Post Graduate,22.0,264000,0,no,no,yes,no
1062,10001063,110001,45,1.0,Under Graduate,21.0,664000,776000,no,no,no,yes
1063,10001064,110014,54,3.0,Under Graduate,30.0,312000,1048000,no,no,no,no
1064,10001065,110001,39,3.0,Graduate,17.0,1104000,0,no,no,yes,yes
1065,10001066,110004,23,3.0,Under Graduate,1.0,904000,0,no,no,no,no
1066,10001067,110003,28,4.0,Post Graduate,5.0,1000000,0,yes,no,yes,yes
1067,10001068,110014,48,1.0,Under Graduate,24.0,1560000,0,no,no,no,no
1068,10001069,110011,32,3.0,Post Graduate,9.0,840000,0,no,yes,no,no
1069,10001070,110003,42,2.0,Under Graduate,18.0,600000,0,no,no,yes,yes
1070,10001071,110003,34,2.0,Graduate,9.0,320000,0,no,no,yes,no
1071,10001072,110014,37,3.0,Post Graduate,14.0,488000,1096000,no,no,yes,no
1072,10001073,110014,52,2.0,Post Graduate,24.0,600000,0,no,no,no,no
1073,10001074,110003,31,1.0,Under Graduate,8.0,976000,0,no,no,yes,no
1074,10001075,110001,37,3.0,Under Graduate,14.0,600000,0,no,no,no,no
1075,10001076,110014,39,4.0,Post Graduate,15.0,472000,0,no,no,no,no
1076,10001077,110011,38,3.0,Graduate,13.0,192000,0,no,no,yes,no
1077,10001078,110011,27,3.0,Post Graduate,3.0,1400000,2632000,no,no,yes,yes
1078,10001079,110001,49,2.0,Under Graduate,27.0,312000,1456000,no,no,no,no
1079,10001080,110003,52,2.0,Under Graduate,30.0,1160000,0,no,yes,no,no
1080,10001081,110003,45,4.0,Graduate,22.0,192000,1136000,no,no,yes,no
1081,10001082,110003,51,3.0,Graduate,28.0,160000,0,no,no,no,no
1082,10001083,110004,28,1.0,Graduate,5.0,680000,0,no,no,yes,no
1083,10001084,110014,26,3.0,Post Graduate,3.0,520000,0,no,yes,no,no
1084,10001085,110001,58,4.0,Post Graduate,35.0,1528000,0,no,no,no,yes
1085,10001086,110004,49,2.0,Under Graduate,26.0,88000,0,no,yes,no,no
1086,10001087,110003,61,2.0,Post Graduate,37.0,320000,1336000,no,no,no,no
1087,10001088,110004,36,3.0,Graduate,13.0,432000,1568000,no,no,no,no
1088,10001089,110014,57,1.0,Under Graduate,35.0,760000,0,no,no,yes,no
1089,10001090,110003,51,4.0,Graduate,29.0,752000,0,no,no,yes,no
1090,10001091,110001,29,4.0,Graduate,5.0,632000,0,no,no,no,no
1091,10001092,110011,39,3.0,Post Graduate,17.0,384000,0,no,no,yes,no
1092,10001093,110003,23,4.0,Under Graduate,1.0,560000,0,no,yes,yes,no
1093,10001094,110014,25,3.0,Graduate,3.0,320000,888000,no,no,yes,no
1094,10001095,110014,48,4.0,Under Graduate,24.0,352000,0,no,no,yes,no
1095,10001096,110004,48,1.0,Post Graduate,25.0,344000,1096000,no,no,yes,no
1096,10001097,110014,41,1.0,Post Graduate,18.0,232000,0,no,no,yes,no
1097,10001098,110003,48,3.0,Under Graduate,24.0,1504000,1472000,no,no,no,yes
1098,10001099,110014,44,1.0,Under Graduate,20.0,912000,0,no,no,yes,no
1099,10001100,110011,28,3.0,Graduate,6.0,416000,0,no,no,yes,no
1100,10001101,110014,40,1.0,Under Graduate,16.0,104000,0,no,no,yes,no
